,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink
7264,1,0,0,60,25600,7558,1364,21,1,2,18,0
7265,1,0,0,61,73611,6816,1201,1806,0,2,17,0
7266,0,0,0,127,530,50,323,5,4,4,36,0
7267,1,0,0,168,4652,712,74,9,0,1,25,1
7268,1,0,1,51,2381,889,304,2,0,2,3,0
7269,1,1,0,186,478832,71594,17269,1362,1,2,21,3
7270,0,0,0,128,37944,1247,696,35,0,1,7,0
7271,1,1,5,88,833,177,282,2,1,3,13,0
7272,1,1,2,527,177,11,2,0,0,1,117,0
7273,1,0,0,92,3330,214,138,15,2,2,21,0
7274,0,1,0,91,5214,361,757,27,3,2,19,0
7275,1,1,0,18,141,42,6,0,1,0,0,1
7276,1,0,0,54,615041,126104,23439,1483,3,2,8,3
7277,1,1,2,323,25173,1678,881,203,3,0,0,0
7278,0,0,0,63,8363,1084,838,5,0,0,0,1
7279,1,0,0,22,607,57,875,6,0,1,5,0
7280,1,0,0,97,520,61,67,14,4,3,8,1
7281,1,0,0,64,2850,327,177,8,4,0,0,0
7282,1,0,0,33,121,1,3,0,0,1,7,0
7283,0,0,0,21,26,28,5,0,0,1,2,0
7284,1,1,0,147,16881,1314,862,128,6,2,13,0
7285,1,1,1,424,25600,7558,1364,21,4,1,67,11
7286,0,0,1,72,86,5,16,0,0,0,0,0
7287,0,1,4,730,1988,401,770,1322,2,5,62,2
7288,1,0,0,14,184341,41961,3940,32065,0,2,4,0
7289,1,1,4,269,17586,2112,7330,654,3,3,46,0
7290,1,1,1,26,3684,400,188,265,0,1,5,0
7291,0,0,0,105,7141,1700,4685,77,0,1,31,0
7292,0,0,4,46,353,70,50,8,0,1,1,0
7293,1,1,0,81,1790,104,60,1,1,2,4,1
7294,1,1,4,274,615041,126104,23439,1483,6,3,49,1
7295,1,0,1,75,11568,263,96,1,2,1,1,2
7296,1,0,1,312,495,61,42,3,5,0,0,6
7297,1,1,0,113,34973,1951,1481,136,1,0,0,0
7298,0,0,2,84,31,4,5,0,1,1,5,0
7299,0,0,0,122,67907,5948,1966,35,3,2,22,1
7300,0,1,0,45,366,48,22,7,0,0,0,0
7301,1,1,0,135,927,84,74,5,3,1,1,0
7302,1,0,0,183,742,48,204,7,0,2,19,0
7303,1,1,0,111,4203,614,190,161,0,3,3,0
7304,0,1,3,80,1998,282,320,81,1,2,11,0
7305,1,1,3,233,16886,1054,156,103,9,5,15,0
7306,0,1,2,84,6137,660,346,35,0,1,13,0
7307,1,1,0,83,93142,8763,5591,112,2,2,15,0
7308,0,1,0,29,11,2,0,0,0,1,3,0
7309,0,0,1,45,56,9,0,0,0,1,6,0
7310,1,1,5,34,615041,126104,23439,1483,2,2,2,1
7311,1,0,0,32,11885,877,1204,317,0,1,11,0
7312,0,0,1,90,584,75,7,0,5,2,11,0
7313,0,1,1,54,15516,1473,968,609,0,4,14,0
7314,0,0,1,24,723,129,1795,3,0,0,0,0
7315,1,0,1,82,11455,984,1216,217,2,2,6,0
7316,1,0,0,67,122,2,0,0,0,0,0,0
7317,1,0,1,97,14860,1633,1264,699,1,0,0,0
7318,1,0,0,5,252249,22297,5881,962,0,1,1,0
7319,0,0,0,14,333,27,25,0,0,1,3,0
7320,1,1,0,24,752,175,24,11,0,1,6,0
7321,1,0,0,78,2411,253,204,32,2,1,1,1
7322,1,0,0,32,5460,292,67,2,1,0,0,0
7323,0,1,2,72,60867,4957,6713,624,3,2,13,1
7324,1,1,3,385,615041,126104,23439,1483,14,5,119,4
7325,0,0,1,16,252249,22297,5881,962,0,1,3,0
7326,0,0,0,40,171,2,6,0,1,1,2,0
7327,0,0,0,32,1429,295,78,36,0,2,9,0
7328,1,0,0,42,4948,470,99,693,0,1,9,0
7329,1,0,0,29,368,32,10,4,0,2,2,0
7330,1,0,1,66,252249,22297,5881,962,4,2,12,0
7331,1,0,6,51,615041,126104,23439,1483,4,2,15,0
7332,1,0,5,69,115569,21633,5939,4777,4,3,5,1
7333,0,0,1,11,4101,793,69,15,0,1,1,0
7334,0,1,1,38,6775,1370,1983,250,0,3,3,0
7335,0,1,3,11,2407,419,8,17,0,1,1,0
7336,0,0,0,29,1111,126,32,0,0,0,0,0
7337,1,0,0,157,28151,1970,473,17,3,1,23,2
7338,0,0,0,52,252249,22297,5881,962,3,2,8,0
7339,1,0,0,60,615041,126104,23439,1483,3,1,14,2
7340,1,1,7,297,2413,223,64,118,9,7,25,0
7341,1,1,1,152,120,6,326,0,6,0,0,1
7342,1,0,0,30,95,28,8,0,0,2,6,0
7343,1,0,0,82,5877,609,339,42,1,2,6,0
7344,1,0,0,86,136140,8521,16645,626,5,0,0,0
7345,1,0,0,45,224,21,31,0,1,1,2,0
7346,0,0,0,31,73843,5941,6419,701,0,1,6,0
7347,0,0,0,91,47,21,3,0,1,0,0,0
7348,1,1,2,173,16881,1314,862,128,4,2,23,0
7349,0,0,0,65,385,54,9,1,2,2,10,0
7350,1,0,0,222,14546,694,505,437,10,0,0,1
7351,1,1,0,26,6609,595,1328,57,0,1,3,0
7352,1,0,2,118,18009,1348,875,52,9,0,0,0
7353,1,1,2,102,136140,8521,16645,626,4,0,0,0
7354,1,0,3,80,6158,1053,125,12,5,0,0,4
7355,0,0,1,115,54,5,6,0,0,1,30,0
7356,1,1,0,54,19981,1831,18,4,0,1,21,0
7357,1,0,4,41,976,72,37,5,1,0,0,0
7358,1,0,1,15,1810,149,47,5,0,0,0,0
7359,1,1,9,405,47147,7006,1885,3811,5,7,57,3
7360,1,0,0,86,2500,126,30,43,0,0,0,0
7361,0,1,0,111,3203,205,287,3,1,2,7,1
7362,0,0,5,48,1612,68,119,34,0,0,0,0
7363,1,1,0,51,615041,126104,23439,1483,5,1,2,1
7364,1,1,0,130,46,0,6,0,4,2,6,2
7365,1,0,1,87,339,66,17,0,0,1,13,0
7366,0,0,0,125,751,97,2,1,0,1,20,0
7367,1,0,1,158,11580,1528,571,314,5,3,10,3
7368,1,0,0,62,91,16,0,0,0,0,0,0
7369,1,1,3,162,615041,126104,23439,1483,5,2,30,2
7370,1,0,1,491,18223,1897,101,602,4,2,49,2
7371,0,1,0,36,1043,112,59,2,1,0,0,0
7372,0,1,0,78,25421,3219,1898,3232,3,1,6,0
7373,1,1,0,58,3330,214,138,15,7,0,0,0
7374,0,0,0,39,889,121,70,59,2,0,0,0
7375,0,1,1,44,20632,3535,467,1063,4,2,7,1
7376,0,0,1,148,29779,4199,1161,777,8,0,0,0
7377,0,0,0,53,11879,846,880,525,4,2,3,0
7378,1,0,0,28,5214,361,757,27,0,1,2,0
7379,1,1,5,205,104249,9251,1335,142,2,6,26,0
7380,1,1,5,252,1922,81,64,10,2,3,56,0
7381,1,0,0,141,1332,108,118,23,7,2,3,7
7382,1,0,0,97,615041,126104,23439,1483,5,2,21,2
7383,1,1,0,205,760,31,97,1,2,2,16,0
7384,1,1,0,93,3670,211,1114,24,1,0,0,0
7385,1,1,4,15,3942,333,134,83,0,1,5,0
7386,0,0,0,37,472,46,4,0,0,1,5,1
7387,1,0,0,111,33,8,0,0,0,2,12,0
7388,1,1,0,40,546,39,13,4,1,1,1,0
7389,0,0,0,44,913,118,14,0,0,1,14,0
7390,0,1,0,163,615041,126104,23439,1483,7,4,25,4
7391,1,0,0,48,72626,3728,1303,2355,0,2,11,0
7392,1,1,0,172,383179,20227,18330,5892,7,2,31,0
7393,0,0,1,61,203,26,18,0,1,1,3,1
7394,1,1,1,163,325,66,13,0,1,2,18,2
7395,1,0,0,263,6890,386,1605,148,4,3,5,1
7396,1,0,3,233,67907,5948,1966,35,2,2,39,0
7397,0,0,0,17,4313,496,334,17,0,2,3,0
7398,1,0,0,39,61,17,3,0,2,3,4,0
7399,0,0,0,4,530,50,323,5,0,1,2,0
7400,1,0,1,51,18099,1232,456,39,1,1,12,0
7401,1,1,3,191,91473,13493,3793,3687,16,3,36,2
7402,1,0,0,197,26665,2926,2157,177,0,1,39,0
7403,1,0,0,116,29217,1408,1060,60,0,1,19,0
7404,0,0,4,40,17368,1715,23,11,1,1,15,0
7405,1,1,6,71,60867,4957,6713,624,5,2,8,3
7406,1,0,0,87,302,53,20,1,0,3,22,0
7407,0,0,2,66,502,89,20,37,0,1,4,0
7408,1,1,1,360,26109,1510,745,224,4,2,88,3
7409,1,1,5,60,8392,792,1681,353,4,2,14,0
7410,1,0,0,64,58,2,102,0,3,0,0,0
7411,0,0,3,48,11455,984,1216,217,3,2,2,0
7412,0,1,3,115,472,46,4,0,0,1,10,1
7413,1,0,1,842,117,20,26,0,7,4,93,0
7414,0,1,3,992,1,7764,1892,506,26,2,31,1
7415,1,1,2,106,25421,3219,1898,3232,2,2,13,1
7416,1,0,1,65,67907,5948,1966,35,1,2,6,1
7417,0,0,0,22,383179,20227,18330,5892,2,1,3,0
7418,1,1,2,477,34973,1951,1481,136,1,3,18,2
7419,0,1,0,108,336,48,59,9,0,1,18,0
7420,1,1,0,195,5574,1000,625,2339,18,3,3,0
7421,0,1,6,66,56238,4575,3632,379,1,2,3,0
7422,0,1,0,169,4608,538,1851,35,5,2,11,1
7423,0,0,2,51,383179,20227,18330,5892,0,1,7,0
7424,1,0,1,71,106431,8160,1593,2706,3,1,4,2
7425,0,1,1,58,7185,627,449,112,1,2,5,0
7426,1,0,3,42,10316,1267,903,377,2,1,7,0
7427,1,0,2,39,1441,71,62,6,1,3,8,0
7428,0,0,1,49,10718,1114,971,119,2,1,1,1
7429,1,0,0,28,51,1,0,0,0,2,2,0
7430,0,0,0,183,2462,5621,253,7751,6,0,0,0
7431,1,1,0,147,4753,957,87,790,2,2,27,0
7432,0,1,9,240,2240,316,12,189,10,6,21,0
7433,1,0,0,150,331,60,17,0,0,3,21,0
7434,1,1,0,102,354,50,50,1,0,3,24,0
7435,1,1,2,263,20386,2511,279,23,14,1,14,5
7436,0,0,0,65,11,1,0,0,0,1,11,0
7437,1,1,2,28,2222,172,50,21,1,0,0,0
7438,0,0,3,22,24113,1204,986,288,0,1,5,0
7439,1,0,1,75,1441,71,62,6,0,1,18,0
7440,0,0,0,99,17586,2112,7330,654,3,2,12,0
7441,0,0,0,34,1040,182,37,22,0,2,10,0
7442,1,1,0,112,21,2,15,0,0,2,2,1
7443,1,0,10,24,942,95,83,2,0,1,9,0
7444,1,0,0,29,2423,268,2859,6,0,1,1,0
7445,1,1,1,65,268648,45495,14962,456,0,2,7,0
7446,1,1,2,130,46670,2485,4987,814,4,2,17,1
7447,0,1,0,35,2413,223,64,118,0,1,2,0
7448,0,1,0,93,26109,1510,745,224,2,2,27,2
7449,0,0,0,19,1040,182,37,22,0,1,10,0
7450,1,1,0,100,67907,5948,1966,35,3,2,21,0
7451,0,0,0,82,6304,562,110,15,0,0,0,0
7452,1,0,3,60,60867,4957,6713,624,1,2,8,1
7453,1,1,0,108,26109,1510,745,224,0,4,26,0
7454,1,0,0,42,41,28,3,0,0,0,0,1
7455,1,1,0,98,53,14,6,0,0,3,4,0
7456,1,0,0,28,5716,578,296,3,0,0,0,0
7457,0,0,0,34,7185,627,449,112,0,1,2,0
7458,1,0,0,34,1222,71,55,65,0,1,3,0
7459,1,1,0,159,34973,1951,1481,136,1,0,0,1
7460,1,1,8,55,60867,4957,6713,624,2,2,11,2
7461,0,1,6,140,17586,2112,7330,654,4,4,34,0
7462,1,1,0,40,36,0,0,0,0,2,3,0
7463,1,1,0,105,294,33,47,5,1,3,39,0
7464,1,0,1,31,404,24,26,0,1,0,0,0
7465,1,0,0,80,166,13,1,0,0,0,0,2
7466,1,1,1,22,161,20,13,0,0,1,6,0
7467,1,1,5,110,414,22,23,4,6,0,0,0
7468,1,0,1,108,20734,1293,680,25,9,0,0,0
7469,0,0,0,555,6890,386,1605,148,13,6,29,2
7470,1,1,0,209,46670,2485,4987,814,3,3,19,0
7471,0,1,0,358,23982,1103,8,2,0,9,45,0
7472,1,0,0,190,36,0,0,0,0,1,38,2
7473,1,1,0,208,8010,1219,2376,172,12,0,0,3
7474,0,0,1,12,91,0,0,0,0,1,1,0
7475,1,0,1,130,35,7,3,0,0,1,60,0
7476,1,0,0,49,20908,11460,7958,28090,3,2,6,0
7477,1,0,3,83,10930,881,559,36,3,0,0,0
7478,1,1,1,56,66,11,10,0,0,2,9,0
7479,1,0,0,104,9069,1101,120,3,0,0,0,1
7480,0,0,0,114,1064,115,38,4,0,0,0,0
7481,1,0,0,67,11455,984,1216,217,0,4,12,0
7482,0,0,0,24,26109,1510,745,224,1,2,7,1
7483,0,1,18,109,2462,5621,253,7751,1,0,0,0
7484,1,0,0,175,57,11,24,0,0,2,10,1
7485,0,1,3,125,395,13,32,2,2,0,0,0
7486,1,1,1,166,515,16,6,6,0,2,25,0
7487,1,0,0,76,184341,41961,3940,32065,1,0,0,0
7488,1,0,0,58,91473,13493,3793,3687,1,3,4,1
7489,0,0,0,89,383179,20227,18330,5892,1,3,10,0
7490,0,0,0,26,4445,1574,1054,475,2,1,7,0
7491,0,1,0,36,407,36,15,1,0,1,1,0
7492,1,0,1,64,26,0,0,0,0,1,12,1
7493,0,0,0,113,389,28,62,4,2,1,4,0
7494,1,0,0,50,2480,171,28,1,1,1,8,0
7495,1,0,0,33,83967,8005,775,35,3,0,0,1
7496,1,0,0,150,1527,291,242,29,0,1,35,1
7497,1,1,0,117,34973,1951,1481,136,4,0,0,1
7498,1,1,3,71,26109,1510,745,224,2,1,21,2
7499,0,0,0,88,13958,1304,3315,15,0,1,17,2
7500,1,1,6,125,502,89,20,37,0,0,0,0
7501,1,1,4,123,32780,2709,3770,23,0,4,25,1
7502,1,0,0,97,245024,40341,2343,3596,7,1,16,0
7503,1,0,1,86,19562,2355,763,8,2,2,6,0
7504,1,0,0,78,43480,4641,2168,1509,8,1,1,1
7505,0,1,0,54,136140,8521,16645,626,4,0,0,2
7506,1,0,0,79,70084,14633,3865,24376,5,2,7,0
7507,1,1,6,50,60867,4957,6713,624,2,2,9,0
7508,0,0,0,65,46670,2485,4987,814,2,2,12,0
7509,1,1,0,47,26109,1510,745,224,0,2,11,0
7510,0,0,0,89,1008,55,256,7,0,2,14,0
7511,1,0,3,106,184341,41961,3940,32065,1,0,0,0
7512,1,1,5,155,9876,603,94,3,3,4,19,0
7513,1,0,0,63,794,68,135,9,2,0,0,2
7514,1,0,0,62,4996,364,389,69,3,3,5,0
7515,1,0,1,102,116,25,7,0,0,1,2,1
7516,1,0,2,226,51,2,6,0,2,3,9,1
7517,0,1,0,90,131,22,3,0,0,2,22,0
7518,0,0,2,128,21,4,6,0,0,1,22,0
7519,1,0,0,46,1513,372,216,11,0,1,16,0
7520,1,0,1,22,35933,4546,2595,1966,2,2,3,2
7521,0,0,0,182,23,3,3,0,0,2,12,0
7522,1,1,7,136,559,58,7,2,0,2,47,0
7523,1,0,4,157,2373,538,67,11,0,0,0,4
7524,1,0,1,166,245024,40341,2343,3596,4,4,21,1
7525,1,0,0,28,86379,7124,5219,102,1,1,3,1
7526,0,0,0,56,86106,4699,1691,794,0,1,17,0
7527,1,0,0,37,10031,541,1625,24,4,1,6,0
7528,1,0,0,49,304622,34310,14209,14165,1,0,0,0
7529,1,0,0,29,914,67,8,14,0,1,5,0
7530,1,0,0,130,734,99,19,3,1,0,0,0
7531,1,1,5,168,2193,715,37,62,4,2,19,2
7532,1,1,0,127,1194,45,572,1,4,1,1,1
7533,1,0,0,77,91,9,13,0,3,0,0,1
7534,1,1,0,117,136140,8521,16645,626,7,0,0,2
7535,0,0,0,62,10031,541,1625,24,2,1,7,0
7536,1,0,0,110,22628,1478,1371,980,2,2,16,0
7537,1,1,7,49,8255,669,198,4,5,2,3,0
7538,0,0,0,123,70084,14633,3865,24376,0,0,0,0
7539,1,1,16,386,25600,7558,1364,21,6,1,18,16
7540,0,0,0,125,1988,401,770,1322,0,0,0,0
7541,0,0,0,115,40649,3849,347,22,3,2,16,1
7542,1,0,2,62,6609,595,1328,57,4,1,5,0
7543,1,0,2,114,383179,20227,18330,5892,8,2,18,0
7544,1,0,0,102,80632,31297,7689,10382,4,0,0,0
7545,0,0,0,33,11,0,0,0,0,0,0,0
7546,1,1,1,94,26,4,22,0,4,1,7,0
7547,1,0,1,36,11365,745,152,50,2,0,0,0
7548,0,1,9,99,2462,5621,253,7751,4,0,0,0
7549,0,0,4,91,21768,1062,2176,28,4,1,16,0
7550,1,0,3,42,2631,319,159,4,1,1,5,0
7551,0,0,0,10,5574,1000,625,2339,0,1,2,0
7552,0,0,0,146,2462,5621,253,7751,9,0,0,0
7553,1,0,4,67,217,24,86,0,0,5,8,0
7554,1,0,6,67,447,48,73,3,0,0,0,2
7555,1,1,3,79,2283,299,924,3,3,0,0,2
7556,1,0,0,12,613,80,248,17,0,1,2,0
7557,1,0,0,68,35933,4546,2595,1966,2,2,8,0
7558,0,1,8,172,86106,4699,1691,794,1,2,27,0
7559,0,0,0,171,613,80,248,17,0,1,8,0
7560,1,0,0,77,10031,541,1625,24,0,2,13,0
7561,1,0,1,68,428,42,24,2,0,0,0,2
7562,1,1,2,167,383179,20227,18330,5892,9,2,22,0
7563,1,0,2,113,2424,251,26,9,0,1,16,0
7564,1,1,2,631,689,105,13,4,10,3,9,0
7565,1,1,0,73,3212,227,255,13,6,1,1,0
7566,1,0,0,97,7511,1032,548,105,2,1,21,0
7567,1,0,0,179,72,23,12,0,0,1,33,0
7568,1,1,2,132,25600,7558,1364,21,11,1,13,2
7569,1,1,0,345,2411,253,204,32,3,2,50,0
7570,1,1,3,114,57176,2818,567,512,2,1,10,0
7571,1,0,0,69,63254,14837,8885,1211,0,1,1,0
7572,0,1,1,53,472,46,4,0,0,1,5,0
7573,1,0,0,10,503,36,1049,69,2,0,0,0
7574,1,0,0,94,1292,94,128,8,4,0,0,0
7575,0,1,0,95,53,10,2,0,0,1,15,0
7576,1,1,3,33,10031,541,1625,24,5,0,0,0
7577,1,1,0,108,6737,375,137,12,3,3,21,0
7578,1,0,1,69,1966,158,10,0,3,0,0,1
7579,1,0,0,76,67907,5948,1966,35,2,2,15,0
7580,1,1,2,75,116404,10590,1598,3075,2,2,3,0
7581,0,1,4,150,1292,94,128,8,6,3,11,0
7582,1,1,1,148,115569,21633,5939,4777,4,3,5,4
7583,1,0,1,347,189880,7317,684,5191,3,2,86,0
7584,1,0,1,79,106431,8160,1593,2706,1,1,8,1
7585,1,0,2,84,976,72,37,5,0,0,0,1
7586,0,0,0,54,472,46,4,0,0,1,1,0
7587,1,0,2,275,6890,386,1605,148,4,3,3,0
7588,1,1,4,206,515,16,6,6,0,2,32,0
7589,1,0,0,175,43,30,3,0,0,3,21,0
7590,0,0,3,72,94,9,6,0,1,1,16,0
7591,1,0,0,29,10031,541,1625,24,1,0,0,1
7592,1,0,0,109,33900,4197,639,3108,2,3,28,0
7593,1,0,1,91,94,9,6,0,0,0,0,2
7594,1,0,0,93,5214,361,757,27,0,1,27,0
7595,0,0,0,120,172516,13055,3363,73,0,4,17,0
7596,0,0,0,91,840,198,44,0,1,2,14,0
7597,1,1,7,814,13758,897,2247,36,50,2,50,5
7598,1,1,2,107,32,10,2,0,0,2,37,0
7599,0,0,0,123,5618,365,2683,191,6,1,21,0
7600,0,0,0,46,1478,124,219,1,5,0,0,0
7601,1,0,0,18,94,9,6,0,2,0,0,0
7602,1,0,0,73,421,51,272,17,5,0,0,1
7603,1,1,0,75,17586,2112,7330,654,0,2,24,0
7604,0,0,0,33,10031,541,1625,24,0,1,4,0
7605,0,1,0,91,2413,223,64,118,5,2,16,0
7606,1,0,0,34,10031,541,1625,24,1,1,4,0
7607,1,0,1,185,29779,4199,1161,777,15,0,0,0
7608,0,1,0,260,765968,87167,4508,1542,19,2,4,1
7609,1,1,4,91,7763,803,488,21,1,3,11,0
7610,0,0,0,226,22952,760,707,0,11,1,34,0
7611,1,0,0,35,17473,2120,322,265,3,1,1,0
7612,0,0,0,84,17586,2112,7330,654,3,1,15,0
7613,1,1,3,60,22879,6488,717,1198,1,2,13,1
7614,1,0,0,212,29,17,0,0,0,2,73,0
7615,0,0,0,296,3152,924,77,39,9,3,37,3
7616,1,0,0,101,19522,2166,145,201,2,2,5,0
7617,1,1,0,136,23982,1103,8,2,5,6,7,0
7618,1,1,4,131,9217,1572,3358,92,4,0,0,0
7619,1,0,0,90,531,41,39,1,0,1,13,0
7620,1,0,0,40,672,17,30,0,4,1,6,0
7621,1,0,2,95,7660,1076,166,3,4,0,0,1
7622,0,1,2,44,1372,254,110,11,2,0,0,1
7623,1,1,1,45,413,74,773,4,0,3,3,0
7624,0,0,0,43,1513,372,216,11,0,2,12,0
7625,1,1,0,98,178,11,144,6,9,0,0,0
7626,1,1,1,98,72892,5894,1420,2243,0,3,22,1
7627,1,0,1,17,3426,400,89,249,0,2,6,0
7628,0,0,2,61,23,6,0,0,0,0,0,0
7629,1,0,0,136,245024,40341,2343,3596,3,1,19,0
7630,1,0,2,33,26479,6624,1538,48,2,0,0,1
7631,1,0,1,28,8636,1782,2410,134,0,1,4,0
7632,0,0,1,28,94,9,6,0,0,1,11,0
7633,1,1,0,35,163,15,84,3,0,1,8,0
7634,0,0,0,54,116404,10590,1598,3075,2,2,8,0
7635,0,0,0,37,3740,319,13,0,0,1,6,0
7636,1,0,0,54,91473,13493,3793,3687,11,2,3,0
7637,0,0,0,107,102,65,13,0,0,1,15,0
7638,1,0,1,34,46,4,2,0,0,2,2,0
7639,1,0,0,166,6890,386,1605,148,0,2,7,0
7640,1,0,0,40,212283,29736,3259,18958,0,0,0,0
7641,1,0,0,66,124322,53684,2234,5803,4,0,0,0
7642,1,0,0,72,3588,504,669,538,2,0,0,0
7643,1,1,0,318,10876,925,714,1,0,2,65,1
7644,1,1,7,181,615041,126104,23439,1483,2,4,51,1
7645,1,1,3,259,1040,182,37,22,0,3,70,2
7646,1,0,0,111,1040,182,37,22,0,2,27,1
7647,1,1,0,35,1040,182,37,22,0,1,15,0
7648,0,0,3,107,1933,326,810,52,6,2,2,1
7649,1,1,3,87,177,11,2,0,0,2,2,2
7650,1,1,0,153,131,7,5,0,0,2,20,0
7651,1,1,0,244,577,84,159,11,4,1,4,0
7652,1,1,5,131,1801,107,1,2,0,1,34,0
7653,0,0,0,62,2957,400,238,119,1,1,1,0
7654,1,0,4,76,124,50,337,0,0,2,2,0
7655,1,0,5,80,2373,538,67,11,4,3,3,3
7656,1,1,3,314,13365,2070,1074,46,3,0,0,0
7657,1,1,1,420,4969,738,1722,20,4,8,112,3
7658,1,0,1,20,559,58,7,2,0,2,4,0
7659,1,0,0,54,777,64,68,7,0,0,0,1
7660,0,0,2,14,1,1,0,0,0,1,1,1
7661,1,1,4,179,615041,126104,23439,1483,1,2,22,1
7662,0,0,5,131,11365,745,152,50,2,0,0,0
7663,1,0,1,281,34973,1951,1481,136,10,0,0,1
7664,0,1,0,35,41,6,7,0,0,2,2,0
7665,1,0,1,70,1047,88,102,16,2,0,0,0
7666,0,1,0,192,4966,237,320,145,1,5,22,0
7667,0,0,0,22,1189,365,1115,56,0,1,6,0
7668,1,0,0,24,1194,200,98,8,0,2,5,0
7669,1,0,1,46,91473,13493,3793,3687,3,1,7,0
7670,1,0,0,25,1580,52,198,1,0,1,6,0
7671,1,1,7,296,4996,364,389,69,3,0,0,6
7672,1,0,0,239,212283,29736,3259,18958,16,3,32,0
7673,0,0,0,32,141,16,0,0,0,1,5,0
7674,0,1,0,22,8874,512,184,12,0,0,0,0
7675,1,1,0,63,1726,121,50,7,0,0,0,1
7676,1,0,1,41,63831,5097,4753,3054,0,2,12,0
7677,0,0,0,75,23,25,2,0,0,1,7,0
7678,1,0,0,84,15419,1577,1104,61,2,0,0,2
7679,0,0,0,56,91473,13493,3793,3687,1,2,11,0
7680,1,0,3,34,1194,200,98,8,0,1,6,0
7681,1,0,1,215,204854,18633,1897,2832,1,2,32,0
7682,1,0,0,71,212283,29736,3259,18958,7,0,0,0
7683,0,1,0,10,118,46,28,13,0,0,0,0
7684,0,0,0,42,15706,1209,461,31,1,1,14,1
7685,0,0,0,58,60867,4957,6713,624,6,2,7,2
7686,1,0,0,14,8255,669,198,4,0,1,4,0
7687,0,0,1,92,136497,29487,9042,39241,2,1,1,0
7688,1,1,1,85,23982,1103,8,2,3,1,1,1
7689,1,1,0,63,2413,223,64,118,0,2,20,0
7690,0,1,2,191,63831,5097,4753,3054,5,4,22,0
7691,1,1,3,128,386,46,3,0,1,1,12,1
7692,1,0,4,117,1790,104,60,1,1,2,19,1
7693,1,0,0,53,412,29,13,4,0,1,11,0
7694,0,0,2,57,512,33,53,0,0,2,4,1
7695,1,0,4,44,942,95,83,2,0,2,9,0
7696,1,1,0,102,106,31,11,0,0,2,24,0
7697,0,0,0,26,47782,3353,629,353,0,0,0,0
7698,1,1,0,285,136140,8521,16645,626,28,0,0,3
7699,0,0,6,235,91473,13493,3793,3687,2,1,96,0
7700,0,1,0,59,241,16,9,0,0,1,6,0
7701,0,0,0,33,11365,745,152,50,2,0,0,0
7702,1,1,6,60,60867,4957,6713,624,4,3,11,4
7703,0,0,0,34,17586,2112,7330,654,3,1,9,0
7704,0,0,0,47,8392,792,1681,353,0,2,11,0
7705,1,1,2,115,17533,3321,485,142,1,0,0,5
7706,1,0,0,16,699,98,24,2,3,0,0,0
7707,1,1,1,387,10560,918,801,358,7,4,28,6
7708,1,0,2,68,7251,1404,2740,671,0,2,15,0
7709,1,1,1,118,23982,1103,8,2,0,2,10,0
7710,1,0,2,133,759,45,2,13,1,0,0,0
7711,1,0,2,68,143,8,18,1,2,1,9,0
7712,1,0,0,65,31,13,1,0,0,2,4,0
7713,0,0,0,146,31,10,4,0,0,2,2,0
7714,1,0,1,81,1088,76,31,29,0,2,8,0
7715,0,0,1,12,1,0,0,0,0,1,3,0
7716,1,1,10,321,34973,1951,1481,136,5,0,0,1
7717,1,0,0,34,1,1,0,0,0,0,0,0
7718,1,1,3,217,1262,99,106,14,2,2,2,0
7719,0,1,10,44,37595,2911,3048,244,0,2,13,0
7720,0,1,0,206,517,50,10,2,1,1,19,0
7721,0,1,0,196,126087,46797,9968,21232,4,2,26,0
7722,1,0,0,15,31,1,0,0,0,1,1,0
7723,1,0,1,305,146,21,3,0,0,7,19,0
7724,1,0,0,33,187,41,51,0,0,0,0,1
7725,1,0,5,39,5158,1368,146,3,0,1,1,0
7726,1,0,1,63,972,77,24,5,1,3,5,0
7727,1,0,2,53,29,8,3,0,0,1,1,0
7728,0,0,0,15,2498,337,109,49,0,1,1,1
7729,1,0,3,34,745,129,29,7,1,0,0,1
7730,1,0,0,126,146,21,3,0,0,5,16,0
7731,1,1,0,84,89423,5621,4621,4482,6,1,1,1
7732,0,1,0,96,37595,2911,3048,244,0,4,12,0
7733,0,0,0,111,8910,376,0,0,3,1,5,0
7734,1,0,2,91,530,50,323,5,0,1,28,1
7735,0,1,2,49,143,8,18,1,0,1,4,0
7736,1,1,2,60,34973,1951,1481,136,1,0,0,0
7737,1,1,0,181,474,162,32,2,20,0,0,0
7738,1,0,2,92,48434,6225,940,173,2,0,0,2
7739,1,0,0,59,2521,209,21,603,4,0,0,2
7740,1,0,0,330,34973,1951,1481,136,27,0,0,4
7741,1,0,1,327,50496,7940,5459,924,18,0,0,0
7742,0,0,0,191,29779,4199,1161,777,4,0,0,4
7743,1,1,1,130,17586,2112,7330,654,2,2,24,0
7744,1,0,1,154,34973,1951,1481,136,4,0,0,1
7745,0,1,2,104,1,3,0,0,0,1,3,0
7746,1,1,4,59,37572,2444,2148,0,3,1,1,1
7747,1,0,3,11,146,21,3,0,0,1,1,0
7748,1,1,1,1040,184341,41961,3940,32065,3,0,0,1
7749,1,0,0,41,79,14,3,0,0,3,5,0
7750,1,1,0,34,7612,1052,912,171,0,1,4,0
