,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink,UnigramCost,BigramCost
5662,0,0,0,133,615041,126104,23439,1483,2,2,17,0,13.638442076329158,12.5027748551018
5663,1,1,14,70,26109,1510,745,224,5,1,7,4,11.734180004459846,12.1132315255306
5664,0,1,1,108,8363,1084,838,5,0,0,0,0,10.473896176726434,12.020112257521454
5665,1,0,0,93,1,3,0,0,2,0,0,1,10.06342618982976,11.812410143212961
5666,1,1,2,101,7185,627,449,112,1,3,18,0,12.850713571218101,12.201650654815118
5667,1,0,0,167,10163,1005,139,10,7,0,0,2,10.534892192533073,11.959163723786538
5668,1,0,1,144,119,8,8,0,0,1,5,1,12.270774754111773,12.106972635035442
5669,0,1,5,57,27836,5280,1590,178,0,1,11,0,11.575073104241058,12.08931310601131
5670,1,1,0,52,53901,4594,2495,2147,7,1,1,4,10.981080083282611,12.009677789771088
5671,1,1,3,111,383179,20227,18330,5892,15,0,0,1,11.109817387109457,12.159814235214967
5672,1,1,4,219,72626,3728,1303,2355,4,2,32,1,12.403783341522926,12.291418242656782
5673,1,0,0,33,840,198,44,0,1,0,0,0,10.796221479728592,12.059909350786114
5674,0,1,0,106,49,17,0,0,0,2,18,0,11.642402834094538,12.112234248498599
5675,1,1,3,49,10203,596,195,80,0,2,6,0,13.176647536902943,12.512189848919432
5676,0,1,3,172,10531,667,2573,155,3,1,6,2,14.346895486193956,12.451404731480668
5677,1,1,4,82,3684,400,188,265,0,1,13,0,13.929189319755258,12.570047228613827
5678,1,1,1,82,615041,126104,23439,1483,1,3,11,1,12.406646819224077,12.242251718056977
5679,0,0,0,48,782,162,184,2,1,0,0,1,10.348449605956521,11.933653240933756
5680,0,0,0,83,14546,694,505,437,0,0,0,0,10.27072393391873,11.937902316162234
5681,1,0,0,81,6334,1657,487,615,0,1,17,0,14.278803777231746,12.39509703232734
5682,1,0,1,61,36,17,0,0,0,0,0,1,11.299503927082183,12.144443644446417
5683,0,0,2,55,618,81,9,1,1,2,7,0,13.589007647600072,12.467806742548044
5684,0,0,2,50,11,1,0,0,0,0,0,1,10.094418972058055,11.839013050437254
5685,1,1,1,75,66,12,15,0,2,4,4,0,12.39404092798269,12.279622376571767
5686,0,1,0,297,300,106,2139,33,0,3,59,2,11.897407446642397,12.063714788893662
5687,0,1,0,152,22983,2832,1501,72,2,3,14,0,14.126866827313641,12.504147519618956
5688,0,0,1,23,659,93,32,5,0,1,7,0,14.454757982956316,12.767178418180519
5689,0,0,0,25,252249,22297,5881,962,1,1,11,0,13.886661217577332,12.657998624217004
5690,1,1,0,170,5996,4348,2060,12910,2,2,38,3,13.546623845140445,12.372492008517375
5691,0,0,0,127,390,39,133,10,0,1,19,0,12.48883919250285,12.13008578236695
5692,1,1,2,55,13316,1063,2107,426,6,0,0,4,10.776640955878703,12.007067949423442
5693,1,0,1,50,17776,914,241,19,2,0,0,0,10.708819058277284,11.903175957135193
5694,1,0,0,48,96256,7785,2607,4845,0,1,11,0,15.209866694504973,12.614393058031727
5695,1,1,0,39,477,69,1009,1,2,0,0,0,10.319567795332434,11.905327864008568
5696,0,1,0,98,879075,293021,5816,21692,6,1,5,3,10.769281458341576,11.909383415878276
5697,0,1,4,415,618,81,9,1,5,6,44,0,12.24890286888266,11.918620798711016
5698,1,1,6,297,21768,1062,2176,28,7,2,39,3,12.031580311642394,12.170329313181902
5699,1,0,0,282,5326,969,50,13,1,1,33,0,12.132994853639397,12.209691469422694
5700,1,0,1,6,24,4,7,0,0,1,1,0,13.857102236387474,12.502693316709301
5701,1,1,0,55,615041,126104,23439,1483,3,1,12,3,11.709644393978392,12.04047383851215
5702,1,1,8,109,4469,596,1719,55,4,1,29,1,12.124648014956135,12.193498554290118
5703,0,1,4,98,93142,8763,5591,112,0,2,36,0,13.720391471309027,12.434664475445363
5704,1,1,5,397,2413,223,64,118,4,8,54,0,12.963397584823785,12.386387767279988
5705,0,0,0,153,65566,5607,2924,978,0,3,26,1,14.583394975629123,12.57198099256483
5706,1,1,5,63,435,60,34,16,0,3,5,1,13.17970245918351,12.328870380011153
5707,1,0,2,290,26200,1817,485,81,3,5,71,0,12.356439841022421,12.104580928040717
5708,1,0,2,84,60,4,0,0,0,1,6,0,11.631381940818434,11.958482920216714
5709,1,0,1,21,11798,1101,512,141,1,1,4,0,12.98487604614824,12.265926100282824
5710,1,0,0,174,1777,92,15,8,0,1,2,0,10.389762027882403,11.898171861276381
5711,1,1,1,130,71,5,11,0,0,1,6,0,11.635428941610273,12.156344665363877
5712,1,1,1,170,34973,1951,1481,136,8,1,4,6,11.352337986132095,12.102100860404162
5713,0,0,0,14,3684,400,188,265,0,1,1,0,13.402294683446172,12.324183729276047
5714,0,0,0,22,618,81,9,1,0,2,4,0,15.179349977438743,12.406283807285137
5715,1,1,0,92,675,79,63,6,6,2,12,0,12.782487844393907,12.226546879289902
5716,0,0,3,53,11765,964,80,12,1,1,9,0,11.462181505888104,12.1089393420352
5717,1,0,0,74,59,18,21,0,0,1,9,0,11.425101124731148,12.125712176451438
5718,1,1,1,53,131,9,9,0,1,1,5,0,11.450700677983914,11.976286274852624
5719,0,0,3,77,1380,103,156,15,1,0,0,0,10.336934757398133,11.934190180462794
5720,1,1,0,237,25412,8364,8419,573,5,2,15,1,11.680086638488717,12.170519205752395
5721,0,0,0,37,31,14,5,0,0,0,0,0,10.126366232262205,11.956042444977431
5722,1,1,1,77,1380,103,156,15,1,0,0,1,10.204525357329661,11.964689071610495
5723,1,0,2,50,2212,132,321,95,0,2,10,4,11.356282085545656,11.974529333177163
5724,1,0,1,369,5487,1341,732,151,13,2,41,0,10.871167148473267,11.988422138927632
5725,0,1,0,274,6228,411,628,11,0,2,41,4,11.314279876128738,12.123220586910072
5726,1,1,1,105,6228,411,628,11,1,1,10,1,11.359388309590395,12.115238114648387
5727,1,0,0,33,131,9,9,0,4,0,0,0,11.210700869299954,12.24219733981105
5728,1,1,1,97,383179,20227,18330,5892,13,1,9,0,12.22164743273525,12.28913711163195
5729,1,0,4,200,104249,9251,1335,142,4,0,0,0,11.288035552378417,12.098741936792107
5730,1,0,4,17,58,7,7,0,0,1,1,0,12.819702028265727,12.392298264711627
5731,1,0,1,112,25600,7558,1364,21,9,1,17,4,11.319175472009995,12.078243807306011
5732,1,0,0,90,32780,2709,3770,23,1,2,14,1,12.767938642422921,12.25894062044191
5733,0,0,1,122,2910,648,95,9,2,0,0,1,11.240507236190306,12.057466783531016
5734,1,0,1,181,185,15,99,0,6,0,0,0,10.998398280237241,12.091431812150399
5735,0,1,1,192,1844,329,23,0,1,0,0,1,10.686000472920938,12.023242869349842
5736,1,0,0,24,1222,71,55,65,0,0,0,1,10.138079818458204,11.832494767814836
5737,1,1,4,64,15419,1577,1104,61,2,1,1,0,11.802243172314759,12.169191381086115
5738,1,0,0,69,118,88,2,0,3,0,0,0,11.277593867780984,12.130177114258691
5739,0,0,0,336,11,5,0,0,0,2,32,0,11.537253723145957,12.073421446599983
5740,1,0,1,547,68504,9900,2345,3000,7,13,62,1,12.631012667944518,12.244506350732593
5741,1,1,2,113,791,48,8,1,5,0,0,1,10.595806504498341,11.988367450718611
5742,0,1,0,34,26109,1510,745,224,4,4,5,4,10.989734725989786,11.947159572412724
5743,0,1,0,43,4988,553,381,45,3,1,3,0,10.840518596222203,11.944912702034161
5744,1,0,1,17,304622,34310,14209,14165,1,1,3,0,12.602382546529116,12.220124622216732
5745,1,0,5,111,2413,223,64,118,2,2,9,0,12.740749023371372,12.296360865697395
5746,1,1,2,47,927,84,74,5,0,0,0,1,10.946573452629552,12.024633215005478
5747,0,0,0,84,1349,86,59,3,0,1,13,0,13.406727893551622,12.387747881989762
5748,0,0,0,323,54,5,3,0,9,3,25,3,11.29657056086841,12.102930838481525
5749,1,0,10,134,1548,99,14,8,2,1,28,0,14.246293677992965,12.486369049617267
5750,1,1,3,110,26109,1510,745,224,4,3,19,2,13.272505106118423,11.981672615726467
5751,0,0,3,49,111735,5246,6882,268,0,2,8,0,13.586262967307789,11.907589053549557
5752,1,1,5,68,4469,370,862,47,2,1,6,0,11.610360575349581,12.16342829911694
5753,1,1,3,158,1380,103,156,15,3,3,3,0,10.936660324434454,12.110501983386813
5754,1,1,2,178,25600,7558,1364,21,1,1,23,3,11.652031676558531,12.14344481459699
5755,1,0,0,224,437,43,22,2,0,4,24,1,11.241434398639019,12.11548090489823
5756,1,1,1,50,774,171,246,200,1,1,15,0,12.186300796486101,12.30737941582461
5757,0,0,1,48,3942,333,134,83,2,1,5,0,11.667428813435427,12.26021740051353
5758,1,1,0,47,7185,627,449,112,2,1,3,0,11.856162028084103,12.214796539059652
5759,1,0,0,68,3397,256,134,17,0,1,27,1,14.555264854982013,12.403103429996303
5760,1,1,2,155,510,44,57,37,6,0,0,0,12.46850189320934,12.14460467557897
5761,1,0,0,105,16881,1314,862,128,1,1,22,0,11.378130697616651,11.95775084982212
5762,1,0,0,86,37572,2444,2148,0,2,1,31,2,12.619803242763988,12.136054233743675
5763,1,1,7,125,53901,4594,2495,2147,3,2,16,4,11.406788858077475,12.036231993561582
5764,1,0,0,50,109,26,13,0,0,0,0,0,10.627770984413246,11.973383376895345
5765,0,0,2,34,252249,22297,5881,962,1,1,7,0,14.838566461622996,12.309400313087002
5766,0,0,0,46,112902,9360,3825,17,1,2,12,0,12.020573177745982,12.072699573942767
5767,0,1,0,40,60867,4957,6713,624,4,2,8,0,13.973539904936743,12.212048263170077
5768,1,0,1,33,774,171,246,200,0,1,6,0,14.260393886225826,12.486204149778748
5769,0,1,0,90,935,67,15,6,2,0,0,1,11.336941164286689,11.972971284245018
5770,0,1,0,73,31,3,0,0,0,1,1,0,10.86192548897345,12.04392704444006
5771,0,0,1,31,153,3,2,0,0,2,4,0,10.912632710946484,11.980482281484063
5772,0,0,3,71,10031,541,1625,24,0,2,13,0,11.645184067085335,12.084793807859876
5773,1,0,0,108,441,6,5,1,0,2,28,0,11.16482574219479,11.966053334322943
5774,0,0,0,16,112902,9360,3825,17,0,2,5,0,13.586241766617325,12.278149364917548
5775,0,0,0,26,60867,4957,6713,624,2,1,6,0,12.100156352899967,12.079993292966114
5776,1,0,0,46,1068,99,59,3,1,1,2,0,11.589755541549895,12.156726405234076
5777,1,1,3,154,1464,360,851,189,0,3,8,1,11.174461944112679,12.101074516389348
5778,1,1,1,233,366,5,5,0,1,1,3,1,14.494436581044209,12.322571243130067
5779,1,0,0,12,144,32,17,0,0,1,5,0,12.189605735223902,12.1914264622598
5780,1,0,0,326,135,14,0,0,0,1,49,1,11.702206089288925,11.965172703558991
5781,1,0,0,11,914,67,8,14,0,1,3,0,14.02720340342272,12.454042075018808
5782,0,0,0,42,1464,360,851,189,0,1,3,0,11.300484839841848,12.172682595919486
5783,1,0,0,86,245024,40341,2343,3596,1,2,14,1,11.665565103739318,12.102967723385177
5784,1,0,0,82,15706,1209,461,31,0,2,18,0,13.244164967526347,12.383608380482094
5785,1,1,3,308,34973,1951,1481,136,4,0,0,5,11.218168233995595,12.031184035948446
5786,1,0,2,84,161,20,2,0,0,0,0,2,11.01776754540805,12.059932001920815
5787,1,1,0,159,27836,5280,1590,178,5,3,8,0,11.918502336131173,12.270188575050424
5788,1,1,3,85,26899,2057,1876,27,2,0,0,2,10.208410802360675,11.91564437814737
5789,0,0,0,33,22983,2832,1501,72,2,1,8,1,11.13552375386797,11.904847167709788
5790,1,0,1,51,38,3,1,0,0,1,1,0,10.959934822033638,12.129973504689074
5791,1,1,1,240,3787,321,405,127,8,3,51,4,11.508000818854962,11.937452524830354
5792,1,0,0,48,4469,596,1719,55,0,1,22,0,11.525715721650789,11.922797589570832
5793,1,0,1,17,25943,907,115,31,1,0,0,1,12.205799461427873,12.375972062722195
5794,1,1,0,135,15300,3211,3115,1510,8,1,12,1,12.527666611745397,12.18876925025906
5795,1,0,2,45,1878,299,340,92,2,0,0,0,11.463265753806464,12.105754415994793
5796,0,1,3,43,2198,203,167,10,1,1,4,0,11.871169261394707,12.217450463184093
5797,1,0,0,33,942,91,147,4,1,1,5,0,12.686268926650113,12.269782926475386
5798,0,0,0,25,733,161,88,7,0,1,3,0,13.632180328595261,12.260867102619766
5799,0,0,1,57,6555,670,57,4,0,0,0,0,11.419487200201855,12.130528040811114
5800,1,0,0,14,81,24,156,0,0,0,0,1,10.055253234677393,11.84801244516813
5801,0,0,0,128,449,228,89,2,0,1,30,0,13.089703620870537,12.044242272865638
5802,1,1,2,86,111735,5246,6882,268,5,2,16,0,14.02957247036951,12.467200023304455
5803,0,0,0,114,192,34,84,0,0,2,47,0,12.932363014488088,12.24259899867075
5804,1,1,0,62,6609,595,1328,57,2,2,8,0,11.929661739480162,12.239826363380297
5805,0,1,0,52,138,6,24,1,5,0,0,0,12.77171857201078,12.339853480044402
5806,1,1,2,181,27836,5280,1590,178,8,8,8,1,12.183219231122075,12.240198289399416
5807,0,0,0,63,248830,17880,10445,43694,1,1,2,0,13.127487394233178,12.437746668583237
5808,1,1,1,220,1601,176,605,114,0,3,29,0,11.274554061589816,11.96942957988623
5809,1,0,5,74,1068,168,40,7,0,2,15,0,12.622172574277636,12.289613933129912
5810,1,0,0,133,136,69,2,2,0,2,14,3,10.864792183717691,11.983425857700315
5811,0,0,0,61,572,53,14,0,0,0,0,0,10.967797965105293,12.050922503943104
5812,1,0,0,250,375,21,87,0,5,1,32,0,10.823010205669487,11.940038346083933
5813,0,0,0,222,40,5,318,0,7,0,0,0,10.942295874555368,12.020096249253276
5814,1,0,3,184,1246,131,21,6,0,1,42,0,12.729641985963676,11.981117515755681
5815,0,0,0,42,1263,156,88,29,3,0,0,1,10.899883495216704,12.005644550625366
5816,1,0,0,93,927,84,74,5,6,0,0,2,11.834721578658481,12.095806705365984
5817,1,0,2,12,90,13,21,0,0,1,1,0,12.041292344100727,12.250321441556796
5818,1,0,0,99,56,15,5,0,0,1,19,0,13.124419896818766,12.167123041440759
5819,1,0,0,163,695,87,55,5,2,0,0,0,14.63063552577451,12.417933984224048
5820,0,0,1,50,2198,203,167,10,4,0,0,0,11.37124585654176,12.105556185594661
5821,1,0,4,50,1464,360,851,189,0,2,2,1,11.472382495107336,12.193900725332638
5822,1,1,0,47,46,5,11,0,2,2,2,0,10.896740982997906,12.054912013930126
5823,1,1,1,32,1220,359,2182,0,1,2,7,1,13.687697821996904,12.408130973784841
5824,0,1,0,64,22952,760,707,0,3,1,9,0,12.715219975003453,12.241356431153202
5825,0,0,0,29,236928,18447,12796,412,0,1,8,0,14.154885863926344,12.32609883129628
5826,0,0,0,30,3,0,0,0,0,2,2,0,12.254069506752007,12.294500583852695
5827,1,1,0,28,26,11,2,0,1,0,0,0,10.789655535885844,12.233633926779639
5828,0,0,3,84,9401,1362,159,9,1,0,0,0,10.01651552878784,11.892846077569457
5829,0,0,0,7,402,39,112,2,0,1,1,0,12.503781045854655,12.25079019510147
5830,1,1,1,94,456,86,125,2,5,0,0,1,10.266518439345704,11.963720322891161
5831,1,0,0,35,5574,1000,625,2339,1,1,4,0,12.534606246862321,12.112710619109766
5832,1,0,0,173,89357,5141,1155,684,9,1,34,0,12.914944597461393,12.253508772930152
5833,0,0,0,61,1,8,0,0,0,0,0,1,10.782986124698862,12.108239930582178
5834,1,1,7,218,91473,13493,3793,3687,2,4,37,1,12.147492332634064,12.24096586888862
5835,1,0,0,91,10203,596,195,80,0,2,14,1,12.901953059568486,12.271656780543404
5836,0,1,0,21,116,4,1,0,1,0,0,0,13.312947519843746,12.331416126696816
5837,1,0,0,66,7763,803,488,21,1,2,12,1,13.78039121499926,12.000978748241204
5838,1,0,0,99,7763,803,488,21,1,2,25,0,13.589373552304725,12.229084178451664
5839,0,0,1,79,8483,970,1815,10,2,0,0,1,13.657551557395657,12.275442865983415
5840,1,1,3,136,585,54,19,3,1,2,18,0,11.215171320626027,11.968782512025006
5841,0,0,0,47,906,132,34,59,1,1,17,1,12.972165378014912,12.282772313537773
5842,1,0,0,201,13758,897,2247,36,6,1,31,0,12.310074926685534,12.163398927478687
5843,0,0,0,59,5214,361,757,27,0,1,12,0,13.169136044771625,11.713321906305666
5844,1,1,2,132,11365,745,152,50,6,0,0,0,11.858466226246826,11.876656101532694
5845,1,1,1,16,3212,227,255,13,0,1,1,1,11.053653486167347,12.035847534789829
5846,1,1,3,100,7033,778,551,64,3,2,15,1,13.488320174167384,12.289797223274944
5847,1,0,1,79,67907,5948,1966,35,1,2,16,0,11.48144507816617,12.1181807809373
5848,1,1,4,148,3981,457,1105,97,6,1,20,1,12.887125711808006,12.244298041334106
5849,1,1,0,58,10772,787,426,74,2,1,1,0,10.919335214368413,12.074157309066905
5850,1,0,0,39,11,2,0,0,0,1,1,1,10.733811818672585,11.990995172478305
5851,1,1,0,356,304622,34310,14209,14165,6,2,17,0,10.581260208873804,11.977097540833226
5852,1,1,0,33,298,18,46,0,0,1,2,0,11.623043551051092,12.150446576890687
5853,0,1,2,53,16539,1578,1843,1034,3,2,17,0,12.113686866802922,11.968540868380343
5854,1,1,6,193,9217,1572,3358,92,0,5,49,0,12.928837899378909,12.263730086338926
5855,1,0,3,79,187,8,20,0,4,1,2,0,10.989917302971328,12.014852389913163
5856,1,0,0,18,663,59,9,4,3,0,0,0,11.754290583036022,12.14992658923211
5857,1,1,1,80,19154,3462,120,23,1,0,0,0,10.272516043747714,11.973573830118484
5858,0,0,0,382,13,13,0,0,0,1,120,0,15.196043339485684,12.48029459312613
5859,0,1,5,86,29779,4199,1161,777,2,0,0,0,11.789541875414018,11.881752343360896
5860,0,1,6,142,236928,18447,12796,412,2,1,24,0,11.774106814208318,11.854192697112815
5861,1,0,1,62,112902,9360,3825,17,1,1,15,0,12.184060946344728,12.124798481542236
5862,1,0,0,165,13009,976,89,491,2,2,14,0,11.169104358857966,11.918366768320116
5863,1,0,2,11,11365,745,152,50,2,0,0,1,11.248479605194598,11.988661670916358
5864,1,0,1,96,236,3,3,0,2,2,24,1,11.245276487399174,11.851899862875326
5865,1,0,1,136,1409,223,55,15,0,0,0,1,10.212735715138923,11.972701631917177
5866,1,1,0,57,3212,227,255,13,0,0,0,3,11.798157030499018,12.126788254334953
5867,0,1,0,195,7033,778,551,64,1,2,29,1,12.763104437616917,12.105463290634386
5868,1,1,2,34,334,75,74,2,0,1,8,0,14.463174390602989,12.443552898398728
5869,0,0,1,135,1435,57,9,2,0,2,18,0,11.674332802165097,12.007635074045096
5870,1,0,2,127,1085,73,33,7,0,1,9,0,11.585750328882568,12.08309296869157
5871,0,0,0,190,39,7,0,0,0,3,28,0,13.039169683273474,12.244150193466389
5872,1,1,0,234,623,106,152,51,9,2,80,0,11.978709539187612,12.086644382921557
5873,1,1,0,104,578,155,75,14,2,1,8,0,11.33625625835024,12.015039855383472
5874,1,1,6,34,334,75,74,2,0,1,11,0,14.104332942213393,12.440962888547668
5875,0,0,0,66,159,18,65,0,0,1,13,0,12.540729815621134,12.212421085640601
5876,1,0,0,180,103,34,2,0,0,3,53,0,14.500996326676566,12.420056118486992
5877,1,0,0,36,1,5,0,0,0,0,0,0,11.396903807435855,12.00694454034815
5878,0,0,0,28,17,6,0,0,0,1,3,0,14.188951232789742,12.39998481816355
5879,1,1,4,28,8355,867,469,24,0,3,3,1,11.948924364877412,12.136416621314337
5880,0,1,3,21,1465,204,1038,144,0,3,3,0,12.3083932491135,12.215604958035255
5881,1,1,6,128,236,3,3,0,4,1,27,0,12.774269865105682,12.213181041572518
5882,0,1,5,51,1585,186,72,6,0,1,6,0,12.698984641988444,12.264898405268942
5883,0,0,0,19,7156,460,321,124,0,1,4,0,13.165589215355334,12.307351886771396
5884,1,0,0,56,118,16,8,0,1,0,0,0,13.456582891496218,12.226024921247898
5885,0,1,0,159,8910,376,0,0,10,5,12,0,11.995688449133889,12.137312778604864
5886,1,0,0,80,383179,20227,18330,5892,8,0,0,0,11.012258468681342,12.01216812129153
5887,1,1,3,89,10772,787,426,74,3,3,17,0,11.698977567930843,12.114665732409161
5888,0,1,0,88,1071,126,26,2,0,2,9,0,11.515418763016145,12.197089763019385
5889,1,0,0,61,8355,867,469,24,4,2,10,1,11.44843605838907,12.228914421779985
5890,0,0,0,105,56,15,6,0,0,1,27,0,12.006782148120687,12.225817906546602
5891,1,0,0,43,36,1,3,0,0,0,0,1,10.216649067785905,11.968728524672237
5892,0,0,0,63,8910,376,0,0,6,1,3,0,11.436924724760857,12.16836348591531
5893,1,0,3,82,914,67,8,14,2,2,6,0,11.500456017231999,12.153712004540104
5894,0,0,0,25,21,2,5,0,0,1,5,0,11.637005623326527,12.16284459074681
5895,1,1,0,71,11281,1360,1265,135,2,1,8,0,11.795956492070049,12.10554314449364
5896,0,0,0,46,11,8,0,0,0,1,11,0,13.119880126007393,12.343537850695961
5897,0,0,1,49,1835,286,478,50,1,1,7,0,13.93835046986821,12.541132059054398
5898,1,0,2,28,10031,541,1625,24,1,1,3,0,13.880239559892157,12.645304689303979
5899,0,0,1,60,25943,907,115,31,0,0,0,1,10.24297209449044,12.008049990064974
5900,0,0,1,78,4029,834,483,3,0,1,11,1,11.606412716627,12.05843331110471
5901,0,0,0,135,508,15147,278,1,0,2,20,1,11.092341041751185,11.99097505265783
5902,1,1,0,150,23288,1990,1366,13,3,2,3,0,11.70443423373864,12.055881126810094
5903,0,0,0,35,10031,541,1625,24,1,1,6,0,16.770248085781038,12.549300475014903
5904,1,1,3,155,477916,62572,18508,53879,10,2,6,3,14.464567271677685,12.39471165568896
5905,0,0,0,58,586865,89361,7069,3864,2,1,1,1,11.733664942614354,12.142400621550983
5906,1,0,1,52,1284,284,76,3,2,1,8,1,12.67338654042057,12.27244401226246
5907,1,0,1,37,133,10,4,4,1,1,11,0,12.186491494864066,12.209273028142265
5908,1,0,1,21,7033,778,551,64,1,1,9,1,11.256527076733276,12.05622658692458
5909,1,0,1,28,334,75,74,2,0,1,6,0,13.366772583775514,12.256699667154578
5910,0,0,1,28,74617,5097,3309,684,1,1,6,1,12.30288815478777,12.074668979458112
5911,1,0,0,11,321,24,7,0,0,1,1,0,12.836822885887337,12.383567970110489
5912,1,0,0,59,23,7,1,0,0,1,1,0,11.731186718720245,12.152318434242304
5913,1,1,5,87,91473,13493,3793,3687,7,2,2,1,12.631201010493196,11.849414042670803
5914,1,1,3,125,88,10,24,0,4,1,17,0,11.6985660108533,12.150418284897434
5915,1,0,8,114,914,67,8,14,0,2,2,0,11.212412875864223,12.11057541307873
5916,0,0,0,322,2290,401,153,5,1,2,28,0,11.166151092549423,11.94160995461926
5917,0,0,0,83,236928,18447,12796,412,1,2,13,0,13.966456331564448,12.102082121754748
5918,1,1,2,22,2283,299,924,3,3,1,1,2,11.225274338749802,12.013483737221334
5919,1,0,0,44,383179,20227,18330,5892,1,3,13,0,16.40045419772373,12.591198108603413
5920,1,1,1,40,914,67,8,14,0,2,2,0,13.859305215489567,12.596224157124517
5921,0,0,0,41,334,75,74,2,0,2,2,0,14.610657626096513,12.683048464793867
5922,0,1,1,18,31,2,1,0,0,1,3,0,14.390102631522208,12.626205097369471
5923,1,1,4,99,321,24,7,0,4,0,0,0,10.891226195971768,11.951892759103004
5924,1,1,4,54,86106,4699,1691,794,0,1,14,0,13.772042673518616,12.388002136901848
5925,1,0,0,30,1526,990,211,0,1,0,0,2,11.023360593547025,11.945652491373242
5926,1,1,2,74,513,51,354,2,2,2,13,0,11.476423435919683,11.938238477674725
5927,1,0,3,148,1868,211,350,6,8,0,0,0,10.777675638681956,11.962220496956979
5928,1,0,0,52,1503,130,58,428,0,0,0,0,10.366918936237507,11.849237853952236
5929,1,0,0,199,184341,41961,3940,32065,6,0,0,1,13.01675025884112,12.21897196717226
5930,1,0,1,51,129526,12476,1432,39,6,0,0,0,12.14165847354458,12.21416413678728
5931,0,0,0,46,321,36,18,0,1,1,1,1,12.226683383863804,12.20099816932944
5932,0,1,0,216,73982,14868,12512,5089,10,1,16,0,11.477141880078713,12.082347315781114
5933,0,0,0,28,1263,156,88,29,7,0,0,0,12.34852914062449,12.204288764667108
5934,1,0,1,29,334,75,74,2,5,0,0,0,11.312289133777933,12.108363378292914
5935,0,0,1,23,972,77,24,5,1,1,3,0,11.953060036622682,12.119468258457056
5936,0,0,0,60,160,11,47,0,2,1,3,0,10.840875895274495,11.95922658999895
5937,1,0,1,43,6466,559,182,18,7,0,0,0,11.961387288286831,12.28384251451199
5938,1,1,6,72,36,9,3,0,0,1,6,0,12.178047176825611,12.10177599927164
5939,1,0,3,91,73982,14868,12512,5089,1,3,7,0,15.17521321584937,12.667724572194153
5940,1,0,0,43,139,9,4,0,1,0,0,0,11.247266368585347,12.148037952879092
5941,0,0,0,104,67907,5948,1966,35,3,4,10,0,11.829637121993299,11.186633217112607
5942,1,0,2,160,29779,4199,1161,777,12,0,0,0,12.603933147349732,12.198721466164486
5943,0,1,0,246,63254,14837,8885,1211,2,3,69,0,13.996220277498544,12.324254015893407
5944,1,0,2,31,2130,567,144,9,0,1,6,0,12.038608388862889,12.108037401291423
5945,1,0,0,90,596,39,83,11,0,2,4,0,12.985430226636273,12.369766499640056
5946,0,0,0,58,1150,74,131,15,4,0,0,0,10.925210579273926,12.03176108246204
5947,1,0,0,116,205,19,7,0,0,2,21,0,13.777177608303568,12.342499612577864
5948,0,0,1,109,205,19,7,0,0,3,17,0,15.228241610978593,12.495031097654483
5949,0,0,1,132,11926,2673,1661,4067,4,1,8,1,11.866585762203782,12.04290545820793
5950,0,0,0,56,366,34,68,7,1,1,4,0,11.329557684641884,12.143736068690691
5951,1,0,1,17,1349,86,59,3,0,1,3,0,13.39649094164907,12.367442928927328
5952,0,0,0,45,123,15,9,0,0,0,0,0,11.45698874200707,12.166265762524892
5953,0,1,0,21,75,10,23,0,1,1,3,0,14.82604983750618,12.809248187956474
5954,0,1,0,13,67907,5948,1966,35,0,2,3,0,15.047433301657211,12.76498327816474
5955,1,0,0,32,214241,10902,4877,1141,0,1,4,0,15.272391999566999,12.688485858897598
5956,0,0,1,34,1585,186,72,6,0,1,5,0,14.264140857552933,12.67673240961808
5957,0,0,0,35,69521,3930,2044,5766,0,2,3,0,12.356489876948554,12.312547209084101
5958,1,1,6,30,4375,310,500,9,2,0,0,1,10.9529648355092,11.947150334496248
5959,1,1,5,82,131,11,5,0,2,0,0,3,10.377158400160939,12.005054573392293
5960,1,0,0,163,7700,710,488,139,10,0,0,0,11.459662987560613,12.179442318442502
5961,0,0,0,26,160,11,47,0,0,2,2,0,11.848255239121656,12.206453902242274
5962,1,1,7,194,429,23,6,1,7,3,6,0,12.386034603331378,12.171434006456872
5963,1,0,0,32,758,149,58,0,1,1,6,1,12.068998190302425,12.120500104814232
5964,1,1,0,42,71,24,41,0,1,1,1,0,12.062211938342635,12.32318818456256
5965,0,0,0,33,116404,10590,1598,3075,0,2,4,0,14.795317369672832,12.649326169199224
5966,1,0,0,29,67907,5948,1966,35,0,2,5,0,15.795771985562807,12.787688089829158
5967,0,0,0,45,91145,7312,3116,1277,1,1,5,0,14.692972664274473,12.649997572164985
5968,1,0,0,16,58,22,78,0,0,0,0,1,11.071420473719298,12.171165507223376
5969,1,0,0,90,1734,158,39,4,1,0,0,0,11.08447352272985,12.207894992057062
5970,0,0,0,33,484,54,430,29,1,1,1,1,11.294733042350146,12.185516690143928
5971,1,0,2,48,118,16,8,0,3,0,0,0,11.769793609131066,12.096848716483683
5972,0,0,1,115,1192,224,312,30,0,2,9,0,11.027563262492592,12.034532676658316
5973,1,0,0,80,4480,797,1465,146,2,0,0,0,10.481089244967169,11.98787291333932
5974,0,0,0,26,70,7,4,0,0,0,0,0,10.890932042552416,12.051225750112916
5975,1,0,0,26,3467,377,360,11,2,0,0,0,11.884810137570982,12.345768382715514
